ReviewID,SentenceID,Text,OpinionTarget,Category,Polarity,From,To
d776287-g186338-UID_B571B45CD52A3D7ECB36BCFECB1585DF-REW0,d776287-g186338-UID_B571B45CD52A3D7ECB36BCFECB1585DF-REW0:1,Dining is always good here and I will often come if Im in the west end - loving it,NULL,RESTAURANT#GENERAL,positive,0,0
d776287-g186338-UID_B571B45CD52A3D7ECB36BCFECB1585DF-REW0,d776287-g186338-UID_B571B45CD52A3D7ECB36BCFECB1585DF-REW0:1,Dining is always good here and I will often come if Im in the west end - loving it,Dining,FOOD#QUALITY,positive,0,6
d776287-g186338-UID_B571B45CD52A3D7ECB36BCFECB1585DF-REW1,d776287-g186338-UID_B571B45CD52A3D7ECB36BCFECB1585DF-REW1:0,Old School,,,,,
d776287-g186338-UID_B571B45CD52A3D7ECB36BCFECB1585DF-REW1,d776287-g186338-UID_B571B45CD52A3D7ECB36BCFECB1585DF-REW1:1,Need more choice - have no idea where this place is going but I do like the food - somewhat tight tables ,tables,AMBIENCE#GENERAL,negative,98,104
d776287-g186338-UID_B571B45CD52A3D7ECB36BCFECB1585DF-REW1,d776287-g186338-UID_B571B45CD52A3D7ECB36BCFECB1585DF-REW1:1,Need more choice - have no idea where this place is going but I do like the food - somewhat tight tables ,food,FOOD#QUALITY,positive,76,80
d776287-g186338-UID_D0A58CC1C365059E3AD7A4863CA3B7E3-REW0,d776287-g186338-UID_D0A58CC1C365059E3AD7A4863CA3B7E3-REW0:0,Baked Alaska ,,,,,
d776287-g186338-UID_D0A58CC1C365059E3AD7A4863CA3B7E3-REW0,d776287-g186338-UID_D0A58CC1C365059E3AD7A4863CA3B7E3-REW0:1,Liked the new interior with its perfect lighting and plush velvet seats,interior,AMBIENCE#GENERAL,positive,14,22
d776287-g186338-UID_D0A58CC1C365059E3AD7A4863CA3B7E3-REW0,d776287-g186338-UID_D0A58CC1C365059E3AD7A4863CA3B7E3-REW0:2,"Didn't see any celebs as they sit in the Ivy club upstairs, shame as that was what the Ivy was originally all about? Nice birthday experience  ",,,,,
d776287-g186338-UID_5889F3A8F9A8F5E983FBFA7579B5A7B7-REW0,d776287-g186338-UID_5889F3A8F9A8F5E983FBFA7579B5A7B7-REW0:0,Class act in theatre-land,,,,,
d776287-g186338-UID_5889F3A8F9A8F5E983FBFA7579B5A7B7-REW0,d776287-g186338-UID_5889F3A8F9A8F5E983FBFA7579B5A7B7-REW0:1,This was a quick pre-theatre dinner at the bar,,,,,
d776287-g186338-UID_5889F3A8F9A8F5E983FBFA7579B5A7B7-REW0,d776287-g186338-UID_5889F3A8F9A8F5E983FBFA7579B5A7B7-REW0:2,The food was perfectly cooked and the service was exactly as you’d expect - impeccable,service,SERVICE#GENERAL,positive,38,45
d776287-g186338-UID_5889F3A8F9A8F5E983FBFA7579B5A7B7-REW0,d776287-g186338-UID_5889F3A8F9A8F5E983FBFA7579B5A7B7-REW0:2,The food was perfectly cooked and the service was exactly as you’d expect - impeccable,food,FOOD#QUALITY,positive,4,8
d776287-g186338-UID_5889F3A8F9A8F5E983FBFA7579B5A7B7-REW0,d776287-g186338-UID_5889F3A8F9A8F5E983FBFA7579B5A7B7-REW0:3,An order of steak tartare came without a raw egg,steak tartare,FOOD#STYLE_OPTIONS,negative,12,25
d776287-g186338-UID_5889F3A8F9A8F5E983FBFA7579B5A7B7-REW0,d776287-g186338-UID_5889F3A8F9A8F5E983FBFA7579B5A7B7-REW0:4,"This was requested and came without fuss in what felt like an instant, despite the fact that the restaurant was completely full",NULL,SERVICE#GENERAL,positive,0,0
d776287-g186338-UID_5889F3A8F9A8F5E983FBFA7579B5A7B7-REW0,d776287-g186338-UID_5889F3A8F9A8F5E983FBFA7579B5A7B7-REW0:5,"The tempura shrimp was divine as was a fillet of place with brown shrimps, samphire and a side order of creamed spinach",tempura shrimp,FOOD#QUALITY,positive,4,18
d776287-g186338-UID_5889F3A8F9A8F5E983FBFA7579B5A7B7-REW0,d776287-g186338-UID_5889F3A8F9A8F5E983FBFA7579B5A7B7-REW0:5,"The tempura shrimp was divine as was a fillet of place with brown shrimps, samphire and a side order of creamed spinach","fillet of place with brown shrimps, samphire and a side order of creamed spinach",FOOD#QUALITY,positive,39,119
d776287-g186338-UID_5889F3A8F9A8F5E983FBFA7579B5A7B7-REW0,d776287-g186338-UID_5889F3A8F9A8F5E983FBFA7579B5A7B7-REW0:6,"Unlike others I’m not totally convinced about the wisdom of placing the new bar in the middle of the restaurant, but this seems to be the trend these days and possibly adds to the buzz.",,,,,
d776287-g186338-UID_5856CE6CE33DC997B0770732009C1E47-REW0,d776287-g186338-UID_5856CE6CE33DC997B0770732009C1E47-REW0:0,Nice place and reasonable food,food,FOOD#QUALITY,positive,26,30
d776287-g186338-UID_5856CE6CE33DC997B0770732009C1E47-REW0,d776287-g186338-UID_5856CE6CE33DC997B0770732009C1E47-REW0:1,Very attentive service (bit too much?),service,SERVICE#GENERAL,positive,15,22
d776287-g186338-UID_5856CE6CE33DC997B0770732009C1E47-REW0,d776287-g186338-UID_5856CE6CE33DC997B0770732009C1E47-REW0:2,The menu is quite straight forward and doesn't try to be too clever,menu,FOOD#STYLE_OPTIONS,positive,4,8
d776287-g186338-UID_5856CE6CE33DC997B0770732009C1E47-REW0,d776287-g186338-UID_5856CE6CE33DC997B0770732009C1E47-REW0:3,"My starter was great, my steak, egg and chips was OK","steak, egg and chips",FOOD#QUALITY,neutral,25,45
d776287-g186338-UID_5856CE6CE33DC997B0770732009C1E47-REW0,d776287-g186338-UID_5856CE6CE33DC997B0770732009C1E47-REW0:3,"My starter was great, my steak, egg and chips was OK",starter,FOOD#QUALITY,positive,3,10
d776287-g186338-UID_5856CE6CE33DC997B0770732009C1E47-REW0,d776287-g186338-UID_5856CE6CE33DC997B0770732009C1E47-REW0:4,"The decor is interesting- this place used to be The Union Bar and Grill and to me was a bit more unique- as The Ivy it is just another Brasserie inspired, almost themed restaurant, but I really think it's a matter of choice.",decor,AMBIENCE#GENERAL,positive,4,9
d776287-g186338-UID_78878931BAC5F7195549134B5CC9A68D-REW0,d776287-g186338-UID_78878931BAC5F7195549134B5CC9A68D-REW0:0,"Very good food, annoying service",service,SERVICE#GENERAL,negative,25,32
d776287-g186338-UID_78878931BAC5F7195549134B5CC9A68D-REW0,d776287-g186338-UID_78878931BAC5F7195549134B5CC9A68D-REW0:0,"Very good food, annoying service",food,FOOD#QUALITY,positive,10,14
d776287-g186338-UID_78878931BAC5F7195549134B5CC9A68D-REW0,d776287-g186338-UID_78878931BAC5F7195549134B5CC9A68D-REW0:1,"Love the food there as always, but the staff are annoying and don't go away",staff,SERVICE#GENERAL,negative,39,44
d776287-g186338-UID_78878931BAC5F7195549134B5CC9A68D-REW0,d776287-g186338-UID_78878931BAC5F7195549134B5CC9A68D-REW0:1,"Love the food there as always, but the staff are annoying and don't go away",food,FOOD#QUALITY,positive,9,13
d776287-g186338-UID_78878931BAC5F7195549134B5CC9A68D-REW0,d776287-g186338-UID_78878931BAC5F7195549134B5CC9A68D-REW0:2,The dresscode rules are also ridiculous,,,,,
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW0,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW0:0,Wonderful atmosphere to start the holidays,atmosphere,AMBIENCE#GENERAL,positive,10,20
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW0,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW0:1,An enjoyable and friendly experience,,,,,
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW0,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW0:2,"Winter beet salad was tasty, followed by lamb and a winter vegetables very good",lamb and a winter vegetables,FOOD#QUALITY,positive,41,69
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW0,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW0:2,"Winter beet salad was tasty, followed by lamb and a winter vegetables very good",Winter beet salad,FOOD#QUALITY,positive,0,17
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW0,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW0:3,"Others with me had, barbecued crispy duck salad, griddled octopus and salt beef hash, all good","barbecued crispy duck salad, griddled octopus and salt beef hash",FOOD#QUALITY,positive,20,84
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW0,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW0:4,The venison and poulet de landes excellent choices,venison and poulet de landes,FOOD#QUALITY,positive,4,32
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW0,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW0:5,Highly recommended.,NULL,RESTAURANT#GENERAL,positive,0,0
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW1,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW1:0,A warm welcome back,NULL,AMBIENCE#GENERAL,positive,0,0
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW1,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW1:1,After many months away we went for dinner on Valentines Day,,,,,
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW1,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW1:2,On arrival were seated at our favourite table and treated to a gin and vodka martinis,,,,,
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW1,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW1:3,Delicious,NULL,FOOD#QUALITY,positive,0,0
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW1,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW1:4,"Started with orecchiette with Atlantic prawns and soft shell crab, scrummy",orecchiette with Atlantic prawns and soft shell crab,FOOD#QUALITY,positive,13,65
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW1,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW1:5,We followed this with the Devonshire roast chicken which as always was so tasty,Devonshire roast chicken,FOOD#QUALITY,positive,26,50
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW1,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW1:6,"A bottle of Lebanese Musar Jeune 2011, so smooth and fruity",bottle of Lebanese Musar Jeune 2011,DRINKS#QUALITY,positive,2,37
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW1,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW1:7,Thank you Ivy gang :),Ivy,RESTAURANT#GENERAL,positive,10,13
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW2,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW2:0,Fond farewell - well for a few months!,,,,,
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW2,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW2:1,Had to visit again before The Ivy closes for several months for a refurbishment,,,,,
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW2,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW2:2,"As expected we had a wonderful time and the staff are excellent, professional and attentive",NULL,RESTAURANT#GENERAL,positive,0,0
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW2,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW2:2,"As expected we had a wonderful time and the staff are excellent, professional and attentive",staff,SERVICE#GENERAL,positive,44,49
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW2,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW2:3,Cocktails of a classic Old Fashioned and Imperial Rose were excellent,Cocktails of a classic Old Fashioned and Imperial Rose,DRINKS#QUALITY,positive,0,54
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW2,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW2:4,"Started with potted salmon and dressed crab, fresh, tasty and flavourful",potted salmon and dressed crab,FOOD#QUALITY,positive,13,43
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW2,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW2:5,"Entree of the whole Devonshire roasted chicken, with food gras stuffing for two people is good, but slightly undercooked (blood evident)",Entree of the whole Devonshire roasted chicken,FOOD#STYLE_OPTIONS,positive,0,46
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW2,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW2:6,"All accompanied by a bottle of Chablis Ecuelle, very good",bottle of Chablis Ecuelle,DRINKS#QUALITY,positive,21,46
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW2,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW2:7,"Overall a great visit, and in many respect as always overseen by the wonder Fernando! We look forward to the re-vamped eatery later in 2015.",NULL,RESTAURANT#GENERAL,positive,0,0
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW3,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW3:0,Welcome return,,,,,
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW3,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW3:1,"Having not eaten here for a few months, was intrigued as to how it might have changed",,,,,
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW3,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW3:2,"Not really, staff were welcoming and friendly and we were sat in a great spot",staff,SERVICE#GENERAL,positive,12,17
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW3,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW3:3,"Starters of chicken bang band salad, was delicious, spicy, fresh and nutty along with salmon ceviche, yum",Starters of chicken bang band salad,FOOD#QUALITY,positive,0,35
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW3,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW3:4,Entrees of chargrilled of sea bream and chicken breat great with humours and pitta,,,,,
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW3,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW3:5,"Again delicious accompanied by tomato and basil salad and a fruity, minty salad",NULL,FOOD#QUALITY,positive,0,0
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW3,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW3:6,Washed down with a bottle of Viognier Chartreux and Badoit sparkling water,,,,,
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW4,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW4:0,It was ok but not terrific,NULL,RESTAURANT#GENERAL,neutral,0,0
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW4,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW4:1,"A mixture of cocktails old pal, old fashioned, piña colada and a beefeater tini",,,,,
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW4,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW4:2,"A bottle of badoit, also tap water accompanied by Furmint Verus 2013, Bierzo Mencia 2011",,,,,
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW4,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW4:3,"Food of prosciutto and peaches, dressed crab, tempura shrimp, sea bass ceviche",,,,,
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW4,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW4:4,"Entrees of sauté sweetbreads, calves liver, seared scallops and chicken curry, some fries, broccoli and beans and couli tabbouleh",,,,,
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW4,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW4:5,"Deserts of Ivy mess followed by mint tea, espresso and 2 glasses of PX",,,,,
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW4,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW4:6,All ok but not astounding,NULL,FOOD#QUALITY,neutral,0,0
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW4,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW4:7,"But what disappointed most of all was the service, serving staff were competent, but as a 'regular' of over 20 years it's all changed now they've refurbished, maitre'd the guy in white jacket did not even acknowledge us and looked completely bored",serving staff,SERVICE#GENERAL,positive,51,64
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW4,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW4:7,"But what disappointed most of all was the service, serving staff were competent, but as a 'regular' of over 20 years it's all changed now they've refurbished, maitre'd the guy in white jacket did not even acknowledge us and looked completely bored",service,SERVICE#GENERAL,negative,42,49
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW4,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW4:8,"Now I'm not asking for staff to flutter around us, but we could have been first timers for all the staff cared",,,,,
d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW4,d776287-g186338-UID_9376D4BD59661B274B1E286B202502B8-REW4:9,Will seriously consider whether a future visits is worthwhile.,NULL,RESTAURANT#GENERAL,negative,0,0
d776287-g186338-UID_A29697E857E0E4DC2E9EF5F82D1A3A77-REW0,d776287-g186338-UID_A29697E857E0E4DC2E9EF5F82D1A3A77-REW0:0,Traditional food with a cozy atmosphere,atmosphere,AMBIENCE#GENERAL,positive,29,39
d776287-g186338-UID_A29697E857E0E4DC2E9EF5F82D1A3A77-REW0,d776287-g186338-UID_A29697E857E0E4DC2E9EF5F82D1A3A77-REW0:0,Traditional food with a cozy atmosphere,food,FOOD#QUALITY,positive,12,16
d776287-g186338-UID_A29697E857E0E4DC2E9EF5F82D1A3A77-REW0,d776287-g186338-UID_A29697E857E0E4DC2E9EF5F82D1A3A77-REW0:1,This is a venerable West End restaurant that is super convenient for theater-goers,,,,,
d776287-g186338-UID_A29697E857E0E4DC2E9EF5F82D1A3A77-REW0,d776287-g186338-UID_A29697E857E0E4DC2E9EF5F82D1A3A77-REW0:2,"Our dinners were delicious, attractively presented, and delivered by great wait staff",dinners,FOOD#STYLE_OPTIONS,positive,4,11
d776287-g186338-UID_A29697E857E0E4DC2E9EF5F82D1A3A77-REW0,d776287-g186338-UID_A29697E857E0E4DC2E9EF5F82D1A3A77-REW0:2,"Our dinners were delicious, attractively presented, and delivered by great wait staff",wait staff,SERVICE#GENERAL,positive,75,85
d776287-g186338-UID_A29697E857E0E4DC2E9EF5F82D1A3A77-REW0,d776287-g186338-UID_A29697E857E0E4DC2E9EF5F82D1A3A77-REW0:2,"Our dinners were delicious, attractively presented, and delivered by great wait staff",dinners,FOOD#QUALITY,positive,4,11
d776287-g186338-UID_A29697E857E0E4DC2E9EF5F82D1A3A77-REW0,d776287-g186338-UID_A29697E857E0E4DC2E9EF5F82D1A3A77-REW0:3,"It was a pleasure to finally go to a restaurant that had native Brit staff speaking clear and unaccented English, an experience that is becoming far too infrequent in London",staff,SERVICE#GENERAL,positive,69,74
d776287-g186338-UID_A29697E857E0E4DC2E9EF5F82D1A3A77-REW0,d776287-g186338-UID_A29697E857E0E4DC2E9EF5F82D1A3A77-REW0:4,We will definitely return to this one.,NULL,RESTAURANT#GENERAL,positive,0,0
d776287-g186338-UID_8D2BD0DA23D114D8047C3E23F598AF7B-REW0,d776287-g186338-UID_8D2BD0DA23D114D8047C3E23F598AF7B-REW0:0,A hang out for show biz people,,,,,
d776287-g186338-UID_8D2BD0DA23D114D8047C3E23F598AF7B-REW0,d776287-g186338-UID_8D2BD0DA23D114D8047C3E23F598AF7B-REW0:1,We went there recently when we couldn't get in 'Sheekeys they suggested it,,,,,
d776287-g186338-UID_8D2BD0DA23D114D8047C3E23F598AF7B-REW0,d776287-g186338-UID_8D2BD0DA23D114D8047C3E23F598AF7B-REW0:2,Service ok.,Service,SERVICE#GENERAL,neutral,0,7
d776287-g186338-UID_5BB48A6BCAF86BD63B75CEE603AFE86B-REW0,d776287-g186338-UID_5BB48A6BCAF86BD63B75CEE603AFE86B-REW0:0,Wonderfully renovated!,NULL,AMBIENCE#GENERAL,positive,0,0
d776287-g186338-UID_5BB48A6BCAF86BD63B75CEE603AFE86B-REW0,d776287-g186338-UID_5BB48A6BCAF86BD63B75CEE603AFE86B-REW0:1,The Ivy has benefitted greatly from its renovation and the space is spectacular,,,,,
d776287-g186338-UID_5BB48A6BCAF86BD63B75CEE603AFE86B-REW0,d776287-g186338-UID_5BB48A6BCAF86BD63B75CEE603AFE86B-REW0:2,This is combined with wonderfully attentive service and the traditional unchanged menu which offers a wide variety of cuisines,menu,FOOD#STYLE_OPTIONS,positive,82,86
d776287-g186338-UID_5BB48A6BCAF86BD63B75CEE603AFE86B-REW0,d776287-g186338-UID_5BB48A6BCAF86BD63B75CEE603AFE86B-REW0:2,This is combined with wonderfully attentive service and the traditional unchanged menu which offers a wide variety of cuisines,service,SERVICE#GENERAL,positive,44,51
d776287-g186338-UID_5BB48A6BCAF86BD63B75CEE603AFE86B-REW0,d776287-g186338-UID_5BB48A6BCAF86BD63B75CEE603AFE86B-REW0:3,All the dishes are nicely executed and are tasty,dishes,FOOD#QUALITY,positive,8,14
d776287-g186338-UID_5BB48A6BCAF86BD63B75CEE603AFE86B-REW0,d776287-g186338-UID_5BB48A6BCAF86BD63B75CEE603AFE86B-REW0:3,All the dishes are nicely executed and are tasty,dishes,FOOD#STYLE_OPTIONS,positive,8,14
d776287-g186338-UID_5BB48A6BCAF86BD63B75CEE603AFE86B-REW0,d776287-g186338-UID_5BB48A6BCAF86BD63B75CEE603AFE86B-REW0:4,Definitely worth a visit!,NULL,RESTAURANT#GENERAL,positive,0,0
d776287-g186338-UID_CA282456FEA5F95B43473C9A7AD6504E-REW0,d776287-g186338-UID_CA282456FEA5F95B43473C9A7AD6504E-REW0:0,Perfect.,NULL,RESTAURANT#GENERAL,positive,0,0
d776287-g186338-UID_CA282456FEA5F95B43473C9A7AD6504E-REW0,d776287-g186338-UID_CA282456FEA5F95B43473C9A7AD6504E-REW0:1,Such an excellent experience,NULL,RESTAURANT#GENERAL,positive,0,0
d776287-g186338-UID_CA282456FEA5F95B43473C9A7AD6504E-REW0,d776287-g186338-UID_CA282456FEA5F95B43473C9A7AD6504E-REW0:2,"The service is friendly, the atmosphere is nice and relaxed, the food is excellent, the staff go an extra mile to make you feel comfortable",atmosphere,AMBIENCE#GENERAL,positive,29,39
d776287-g186338-UID_CA282456FEA5F95B43473C9A7AD6504E-REW0,d776287-g186338-UID_CA282456FEA5F95B43473C9A7AD6504E-REW0:2,"The service is friendly, the atmosphere is nice and relaxed, the food is excellent, the staff go an extra mile to make you feel comfortable",staff,SERVICE#GENERAL,positive,88,93
d776287-g186338-UID_CA282456FEA5F95B43473C9A7AD6504E-REW0,d776287-g186338-UID_CA282456FEA5F95B43473C9A7AD6504E-REW0:2,"The service is friendly, the atmosphere is nice and relaxed, the food is excellent, the staff go an extra mile to make you feel comfortable",service,SERVICE#GENERAL,positive,4,11
d776287-g186338-UID_CA282456FEA5F95B43473C9A7AD6504E-REW0,d776287-g186338-UID_CA282456FEA5F95B43473C9A7AD6504E-REW0:2,"The service is friendly, the atmosphere is nice and relaxed, the food is excellent, the staff go an extra mile to make you feel comfortable",food,FOOD#QUALITY,positive,65,69
d776287-g186338-UID_CA282456FEA5F95B43473C9A7AD6504E-REW0,d776287-g186338-UID_CA282456FEA5F95B43473C9A7AD6504E-REW0:3,Excellent.,NULL,RESTAURANT#GENERAL,positive,0,0
d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0,d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0:0,Very good but...,NULL,RESTAURANT#GENERAL,neutral,0,0
d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0,d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0:1,I hadn't been to The Ivy for some months but when a friend of mine suggested it I jumped at the chance,,,,,
d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0,d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0:2,"It used to be one of my favourite restaurants and I felt very privileged that I could book a table by giving them only a fortnight's notice without the usual six-eight weeks! The food was always very good without being particularly innovative, the prices reasonable, and you good always see some celebs there, lunchtime or at dinner",NULL,RESTAURANT#PRICES,positive,0,0
d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0,d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0:2,"It used to be one of my favourite restaurants and I felt very privileged that I could book a table by giving them only a fortnight's notice without the usual six-eight weeks! The food was always very good without being particularly innovative, the prices reasonable, and you good always see some celebs there, lunchtime or at dinner",food,FOOD#QUALITY,positive,179,183
d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0,d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0:3,"If you wanted just a salad, a beefburger and a glass of wine - no problems",,,,,
d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0,d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0:4,The restaurant hasn't changed that much but I did feel there was a difference,,,,,
d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0,d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0:5,You could still have your salad and beefburger at a reasonable price but the glass of wine now cost £9.50,glass of wine,DRINKS#PRICES,negative,77,90
d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0,d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0:6,"Also, there were no celebs a judging by the number of empty tables, no queue for reservations",,,,,
d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0,d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0:7,"Indeed, my friend booked the previous day",,,,,
d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0,d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0:8,"I had a very good selection of Indian hors d'oeuvres as a starter, followed by an averagely good plate of salt beef and dumplings",Indian hors d'oeuvres,FOOD#QUALITY,positive,31,52
d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0,d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0:8,"I had a very good selection of Indian hors d'oeuvres as a starter, followed by an averagely good plate of salt beef and dumplings",plate of salt beef and dumplings,FOOD#QUALITY,positive,97,129
d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0,d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0:9,"My friend sent his asparagus back! The wine list was vastly expensive, particularly the half bottles",wine list,DRINKS#PRICES,negative,39,48
d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0,d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0:9,"My friend sent his asparagus back! The wine list was vastly expensive, particularly the half bottles",asparagus,FOOD#QUALITY,negative,19,28
d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0,d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0:10,"Also, in the olden days Hernando (spelling?) the Manager used to visit all the tables to say hello and to ask whether you were enjoying yourself",,,,,
d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0,d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0:11,There was no Hernando this time and his successor obviously did not think this necessary,,,,,
d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0,d776287-g186338-UID_A3961A8942F2FB92C2502D014D83C4CD-REW0:12,"The Ivy is good, very good, but...",The Ivy,RESTAURANT#GENERAL,neutral,0,7
